Student_ID,Age,Gender,Nationality,Program,Major_Specialization,Year_of_Study,Enrollment_Type,GPA,High_School_GPA,SAT_Score,Credits_Completed,Credits_This_Semester,Scholarship_Status,Scholarship_Amount,Accommodation_Type,Distance_From_Campus_km,Attendance_Rate,Study_Hours_Per_Week,Part_Time_Job,Weekly_Work_Hours,Internship_Completed,Internship_Count,Clubs_Joined,Leadership_Role,Online_Courses_Taken,Research_Participation,Publications_Count,Exchange_Program,English_Proficiency_Score,Financial_Aid,Family_Income,Parental_Education_Level,Health_Insurance,Mental_Health_Support_Used,Academic_Probation,Dropout_Risk_Score,Graduation_Expected_Year,Employment_Offer,Starting_Salary_Offer
109,20,Female,France,Engineering,Cybersecurity,3,FullTime,2.49,2.55,1407,11,17,Yes,34581,OnCampus,20.6,68.4,18,Yes,21,No,1,0,Yes,3,No,1,No,79.0,No,57749.0,Master,Yes,No,No,0.255,2028,No,0
110,29,Male,India,Mathematics,Civil,1,FullTime,3.54,3.61,1220,91,20,Yes,24901,WithFamily,4.6,64.8,24,Yes,1,No,0,5,Yes,10,Yes,2,Yes,110.0,No,262464.0,Master,No,No,No,0.344,2033,No,0
111,24,Male,Australia,Business,Civil,4,PartTime,3.63,3.5,1032,158,19,No,0,OnCampus,17.8,83.5,5,Yes,12,Yes,1,1,Yes,1,No,1,Yes,100.0,Yes,257519.0,Bachelor,Yes,No,No,0.5,2032,No,0
112,23,Male,China,Mathematics,Civil,2,PartTime,3.45,3.9,1000,164,16,No,0,OffCampus,15.4,62.4,46,Yes,24,Yes,1,5,Yes,9,Yes,2,No,85.0,No,95696.0,Bachelor,Yes,No,Yes,0.673,2031,Yes,116988
113,23,Female,UK,Physics,Cybersecurity,5,PartTime,4.0,3.18,1244,61,13,No,0,WithFamily,8.9,73.8,17,No,,Yes,4,6,Yes,12,Yes,1,Yes,92.0,No,253947.0,PhD,Yes,No,Yes,0.424,2028,Yes,
114,30,Male,USA,AI,Civil,4,FullTime,3.45,2.9,1117,139,18,No,0,OnCampus,17.1,68.5,42,No,24,No,0,7,No,8,Yes,3,Yes,96.0,Yes,105487.0,Bachelor,No,No,No,0.829,2031,Yes,67220
115,29,Female,Brazil,Computer Science,Civil,3,FullTime,2.53,4.0,1131,35,9,No,0,OnCampus,13.8,97.8,49,No,14,No,3,2,No,1,Yes,0,Yes,,No,20645.0,Bachelor,No,Yes,No,0.531,2026,No,0
116,21,Male,UAE,Economics,Robotics,3,PartTime,2.42,,1546,66,12,No,0,OffCampus,19.2,89.8,19,No,14,Yes,4,5,Yes,5,Yes,1,Yes,79.0,Yes,116525.0,HighSchool,Yes,No,No,0.238,2027,No,0
117,33,Male,Australia,Computer Science,Civil,1,PartTime,2.72,3.04,1479,39,12,Yes,23085,OffCampus,41.6,66.1,45,No,20,Yes,1,5,Yes,0,No,0,Yes,75.0,Yes,194038.0,Master,Yes,Yes,No,0.096,2030,Yes,
118,17,Male,UK,Physics,Civil,4,PartTime,3.05,3.77,938,12,19,No,,OffCampus,4.5,94.4,40,No,15,No,3,6,No,6,Yes,1,Yes,93.0,No,,PhD,No,No,No,0.237,2028,Yes,148270
119,25,Male,Australia,Business,Data Science,4,PartTime,2.43,2.64,1015,135,13,Yes,,OffCampus,9.3,63.7,30,Yes,18,No,4,1,No,14,Yes,3,Yes,92.0,Yes,100423.0,Bachelor,No,No,No,0.71,2029,Yes,92345
120,30,Female,UAE,Business,Data Science,1,PartTime,3.39,2.88,1586,168,17,Yes,41643,WithFamily,,70.5,48,Yes,25,Yes,1,4,Yes,7,No,2,Yes,93.0,Yes,27064.0,Master,No,No,No,0.959,2031,No,0
121,30,Male,Canada,AI,Finance,4,FullTime,3.24,2.71,1581,173,10,Yes,6313,OnCampus,,75.7,24,No,13,No,3,4,Yes,2,Yes,3,No,67.0,No,60098.0,Bachelor,No,Yes,No,0.264,2030,Yes,92111
122,25,Male,Canada,Physics,Civil,3,FullTime,2.43,3.8,1382,58,9,Yes,30371,OnCampus,12.9,,17,No,29,No,0,6,Yes,8,No,3,Yes,73.0,Yes,104583.0,Bachelor,No,No,No,0.24,2030,Yes,137736
123,31,Female,France,Computer Science,Marketing,4,FullTime,1.98,2.79,1284,171,15,Yes,48783,OffCampus,5.6,70.2,17,Yes,0,Yes,3,0,No,5,No,0,No,,Yes,97575.0,HighSchool,Yes,No,No,0.113,2032,Yes,41213
124,23,Male,UK,Mathematics,Cybersecurity,2,FullTime,3.44,3.23,,115,15,Yes,1541,WithFamily,19.5,65.0,21,No,24,Yes,1,5,Yes,2,No,0,No,92.0,No,177290.0,Bachelor,Yes,No,No,0.387,2033,Yes,98837
125,18,Female,UK,Economics,Civil,2,FullTime,2.0,2.51,973,95,9,Yes,935,OnCampus,24.3,,48,No,17,No,2,0,No,12,No,3,Yes,78.0,No,137003.0,PhD,Yes,No,No,0.768,2028,No,
126,23,Male,Brazil,Computer Science,Statistics,5,FullTime,2.9,3.76,1551,175,10,No,,OnCampus,12.5,70.3,43,No,1,No,0,3,No,7,No,1,Yes,78.0,Yes,110842.0,HighSchool,Yes,No,No,0.589,2026,Yes,39896
127,25,Female,UK,Physics,Civil,3,PartTime,1.93,3.57,1201,113,17,No,0,WithFamily,5.1,68.3,24,No,8,Yes,4,0,Yes,9,No,3,No,90.0,No,,PhD,Yes,No,Yes,0.982,2027,No,0
128,27,Female,Brazil,Economics,Finance,1,FullTime,3.67,2.54,1209,83,16,Yes,35374,OffCampus,33.1,71.9,27,No,3,Yes,1,4,Yes,0,No,0,Yes,109.0,No,269222.0,Bachelor,Yes,No,No,0.312,2034,Yes,99132
129,29,Female,India,Mathematics,Finance,4,FullTime,2.21,2.96,1355,92,10,Yes,,OffCampus,35.1,78.9,33,No,,No,4,7,No,2,Yes,1,Yes,83.0,Yes,230605.0,Master,Yes,No,No,0.597,2033,No,
130,29,Female,USA,Mathematics,Data Science,3,FullTime,3.67,3.51,1567,151,9,Yes,23105,WithFamily,2.8,73.2,37,No,11,Yes,4,0,No,6,No,1,Yes,118.0,Yes,,PhD,No,Yes,Yes,0.694,2030,No,0
131,27,Male,UAE,Engineering,Data Science,1,PartTime,2.9,3.35,1448,44,15,No,0,OnCampus,32.6,89.3,6,Yes,16,No,3,5,Yes,12,No,3,Yes,118.0,Yes,49151.0,Master,Yes,No,No,0.509,2031,No,0
132,34,Male,China,Mathematics,Finance,2,FullTime,2.38,3.25,1425,91,18,Yes,30313,OnCampus,28.0,88.6,17,No,23,Yes,2,5,Yes,7,Yes,0,No,81.0,No,216832.0,PhD,No,No,No,0.715,2030,No,0
133,24,Male,USA,AI,Marketing,3,PartTime,2.88,3.11,959,153,9,Yes,49071,OnCampus,,92.2,15,No,16,Yes,0,4,No,10,No,2,Yes,81.0,Yes,194187.0,PhD,Yes,No,No,0.116,2029,Yes,37629
134,30,Male,UAE,Physics,Cybersecurity,5,PartTime,3.15,2.95,1233,129,16,No,,OnCampus,32.1,71.0,7,No,5,Yes,4,0,No,7,No,0,Yes,77.0,Yes,72405.0,Bachelor,Yes,No,No,0.405,2031,No,0
135,29,Male,Canada,Computer Science,Robotics,5,FullTime,2.94,3.22,1029,126,14,Yes,78,OnCampus,35.4,98.0,40,Yes,,Yes,2,6,No,4,Yes,0,No,100.0,No,264431.0,Bachelor,No,No,No,0.208,2030,Yes,43920
136,18,Male,India,Economics,Civil,1,PartTime,2.85,3.69,,13,16,No,0,OnCampus,12.5,71.4,34,Yes,29,Yes,1,1,No,0,No,2,No,75.0,Yes,74218.0,PhD,No,No,No,0.742,2031,Yes,118285
137,26,Male,UK,Physics,Finance,3,FullTime,2.82,2.87,1095,159,10,No,0,OffCampus,7.0,76.4,,No,10,No,0,7,No,5,No,2,Yes,97.0,Yes,76601.0,Master,Yes,No,No,0.515,2033,No,0
138,31,Male,Germany,Computer Science,Finance,5,FullTime,2.61,3.95,,29,17,Yes,12015,OffCampus,49.4,87.8,29,No,7,No,0,7,No,6,No,3,Yes,119.0,No,285633.0,PhD,Yes,No,No,0.538,2026,No,
139,18,Male,USA,Mathematics,Data Science,5,FullTime,3.59,2.68,1048,132,17,No,,WithFamily,7.5,93.7,49,Yes,13,Yes,3,4,Yes,10,No,0,Yes,113.0,Yes,209882.0,Bachelor,Yes,No,No,0.206,2026,Yes,53179
140,20,Female,China,Physics,Marketing,5,FullTime,3.19,3.66,951,95,19,Yes,3606,OnCampus,17.8,,43,No,1,No,2,7,No,6,No,0,Yes,65.0,Yes,36858.0,Master,Yes,No,No,0.428,2029,Yes,
141,34,Male,China,Engineering,Statistics,3,FullTime,3.05,3.68,1506,0,11,Yes,36863,OnCampus,43.5,,9,Yes,21,No,1,4,No,8,Yes,3,No,75.0,Yes,55372.0,PhD,No,No,No,0.714,2029,No,0
142,31,Female,Australia,Computer Science,Cybersecurity,5,FullTime,2.76,2.89,1241,31,18,Yes,19052,OnCampus,35.2,94.3,33,Yes,4,Yes,2,7,No,0,No,3,Yes,117.0,Yes,187009.0,Bachelor,Yes,No,No,0.629,2028,Yes,136199
143,22,Female,China,Economics,Finance,5,PartTime,3.57,3.6,1409,10,18,No,0,WithFamily,24.6,59.7,14,Yes,9,Yes,0,0,No,14,No,0,No,74.0,Yes,186180.0,HighSchool,No,No,No,0.426,2032,Yes,123559
144,18,Female,Brazil,Economics,Cybersecurity,3,FullTime,2.73,2.87,1511,149,10,Yes,10885,OffCampus,0.0,81.8,21,Yes,69,Yes,2,6,No,12,No,1,Yes,81.0,No,68843.0,Bachelor,No,Yes,No,0.217,2029,Yes,127894
145,22,Male,China,Business,Data Science,4,PartTime,2.15,3.54,1525,58,10,No,0,OffCampus,0.8,82.1,40,Yes,,No,3,7,Yes,6,Yes,3,Yes,92.0,No,188117.0,Bachelor,No,No,No,0.006,2026,Yes,
146,19,Male,USA,Economics,Finance,4,PartTime,3.35,3.29,1067,121,9,No,0,WithFamily,8.9,81.0,21,Yes,23,Yes,1,7,Yes,12,Yes,3,Yes,103.0,Yes,54201.0,Bachelor,Yes,No,No,0.276,2026,Yes,92989
147,31,Male,Canada,Computer Science,Civil,1,PartTime,3.57,2.92,1233,25,12,No,,OnCampus,20.5,81.2,38,Yes,18,No,4,5,No,4,No,2,Yes,60.0,Yes,115229.0,Bachelor,Yes,No,No,0.436,2034,No,0
148,30,Female,UK,Physics,Statistics,2,FullTime,2.87,3.18,1102,134,13,No,0,WithFamily,41.1,,5,Yes,13,No,0,5,Yes,12,Yes,1,Yes,114.0,No,258890.0,HighSchool,Yes,No,No,0.788,2027,Yes,
149,20,Male,Brazil,Business,Marketing,4,PartTime,3.3,3.23,1131,87,19,Yes,,OnCampus,45.4,91.1,36,No,14,No,4,3,Yes,4,No,2,Yes,109.0,Yes,105627.0,PhD,No,Yes,No,0.147,2033,Yes,
150,31,Male,UAE,Engineering,Finance,5,FullTime,2.05,3.93,1578,75,10,Yes,,OnCampus,12.6,64.2,42,Yes,7,Yes,3,4,No,10,Yes,0,No,105.0,Yes,291949.0,Master,Yes,No,No,0.884,2026,Yes,34874
151,26,Female,France,Computer Science,Statistics,5,FullTime,2.21,3.37,1114,157,9,No,0,OffCampus,37.5,84.3,35,Yes,18,No,1,6,Yes,3,Yes,1,No,64.0,Yes,,HighSchool,Yes,No,No,0.533,2026,Yes,95703
152,34,Female,France,Mathematics,Data Science,3,FullTime,2.79,2.61,1578,108,13,No,,OnCampus,21.4,94.0,47,Yes,11,No,0,6,Yes,8,Yes,2,Yes,78.0,No,279269.0,PhD,Yes,No,No,0.798,2029,No,0
153,20,Female,Canada,Computer Science,Civil,5,PartTime,3.55,3.63,1063,75,14,Yes,,OnCampus,36.0,59.9,,Yes,,No,1,4,No,11,Yes,1,No,73.0,Yes,165212.0,Bachelor,Yes,No,No,0.156,2033,Yes,144890
154,28,Male,USA,Mathematics,Data Science,4,PartTime,2.56,3.04,979,139,20,Yes,,OnCampus,48.5,73.4,47,No,14,Yes,1,2,No,0,Yes,0,No,88.0,Yes,246101.0,HighSchool,No,No,No,0.573,2028,No,0
155,28,Male,UK,Mathematics,Statistics,3,PartTime,2.41,3.42,1468,70,12,Yes,39696,OffCampus,39.1,84.7,10,No,,Yes,2,3,Yes,9,No,1,No,105.0,Yes,29711.0,HighSchool,Yes,No,No,0.54,2034,Yes,43505
156,27,Male,China,Engineering,Robotics,3,FullTime,2.11,3.62,1567,20,16,No,0,OffCampus,14.8,93.5,28,Yes,75,No,0,0,No,14,Yes,0,Yes,90.0,No,269968.0,PhD,Yes,No,Yes,0.116,2032,Yes,102472
157,20,Male,UAE,Engineering,Data Science,1,FullTime,3.98,3.05,1400,163,13,Yes,13026,OnCampus,3.5,66.7,,No,13,No,3,5,Yes,2,No,3,No,119.0,No,65202.0,PhD,Yes,No,No,0.699,2029,Yes,19131
158,30,Female,India,Computer Science,Civil,4,FullTime,2.62,3.24,1275,167,17,No,0,WithFamily,48.1,77.2,26,No,27,No,1,2,Yes,11,No,2,Yes,60.0,Yes,33127.0,Master,No,No,No,0.832,2029,Yes,10461
159,31,Female,Brazil,AI,Civil,1,PartTime,2.09,3.13,1183,73,17,No,0,OffCampus,22.7,60.8,20,No,0,No,4,4,No,1,No,2,No,101.0,No,250890.0,Bachelor,Yes,No,No,0.049,2032,Yes,27853
160,20,Male,Canada,Computer Science,Civil,2,FullTime,3.39,2.79,987,55,15,No,0,OffCampus,35.0,93.0,44,Yes,17,Yes,4,2,Yes,2,No,0,Yes,112.0,Yes,244596.0,PhD,Yes,No,No,0.688,2028,No,0
161,20,Female,USA,Engineering,Data Science,1,FullTime,2.75,2.6,1370,157,15,Yes,28865,WithFamily,0.0,73.4,8,No,12,Yes,2,2,No,14,No,2,No,119.0,No,,Bachelor,Yes,No,Yes,0.626,2029,Yes,
162,31,Female,India,Engineering,Statistics,1,FullTime,2.71,3.84,1219,12,18,Yes,4988,OffCampus,46.9,,21,No,8,No,3,0,Yes,5,Yes,2,No,109.0,Yes,297293.0,Bachelor,No,No,No,0.835,2032,No,0
163,33,Male,India,Business,Marketing,2,FullTime,3.19,3.44,1266,57,15,No,0,WithFamily,1.0,85.2,34,No,1,Yes,3,1,No,2,No,0,Yes,83.0,Yes,113606.0,PhD,Yes,No,No,0.862,2028,Yes,42359
164,21,Male,India,Business,Civil,2,PartTime,2.95,2.94,1405,49,16,Yes,18452,OnCampus,43.6,67.3,44,Yes,18,Yes,1,1,No,4,Yes,2,Yes,72.0,No,133750.0,HighSchool,No,No,No,0.066,2026,No,
165,21,Male,Canada,Business,Robotics,4,FullTime,2.48,3.86,,61,17,No,0,OnCampus,19.3,98.9,9,No,11,No,2,5,Yes,13,Yes,3,Yes,71.0,Yes,263749.0,PhD,Yes,No,No,0.962,2028,Yes,24232
166,22,Male,Australia,Engineering,Robotics,3,PartTime,2.47,,1071,159,13,No,0,OffCampus,1.9,,34,No,15,Yes,0,7,Yes,12,No,1,Yes,104.0,No,103386.0,HighSchool,Yes,No,No,0.677,2028,No,0
167,33,Female,UAE,Physics,Statistics,3,PartTime,3.73,3.1,1507,89,11,No,0,WithFamily,19.8,61.1,28,Yes,15,Yes,4,6,Yes,6,No,3,No,69.0,Yes,225583.0,HighSchool,Yes,Yes,No,0.274,2028,No,
168,26,Female,China,Economics,Data Science,2,PartTime,2.24,,1564,55,12,Yes,26126,OnCampus,20.5,63.6,25,Yes,28,No,4,5,No,7,Yes,0,Yes,100.0,No,173797.0,HighSchool,Yes,No,No,0.464,2031,Yes,25157
169,19,Female,UAE,Computer Science,Statistics,2,PartTime,2.83,3.4,1344,7,12,No,0,WithFamily,,82.2,44,Yes,8,Yes,1,2,No,6,Yes,1,No,66.0,Yes,31171.0,Bachelor,No,No,No,0.881,2032,Yes,139170
170,22,Male,Brazil,AI,Cybersecurity,3,PartTime,2.89,3.69,1399,41,17,Yes,39187,OffCampus,38.9,93.8,18,Yes,12,Yes,4,5,No,2,Yes,2,No,103.0,No,,Bachelor,Yes,No,No,0.489,2031,Yes,44127
171,18,Female,India,Engineering,Finance,2,FullTime,3.59,3.48,975,81,19,No,0,OffCampus,8.9,91.7,9,Yes,19,Yes,4,4,Yes,8,Yes,3,No,110.0,No,192207.0,PhD,No,No,No,0.915,2032,No,0
172,22,Female,USA,Engineering,Statistics,5,FullTime,4.0,3.43,1188,33,19,No,0,OffCampus,45.3,100.0,28,No,,Yes,3,2,Yes,10,No,0,Yes,118.0,Yes,129115.0,Master,No,Yes,No,0.68,2027,Yes,35024
173,26,Male,France,Engineering,Civil,1,PartTime,3.01,3.45,1258,111,11,Yes,18744,OnCampus,22.1,91.2,9,No,,No,3,3,Yes,8,No,1,No,,No,135225.0,PhD,No,Yes,No,0.791,2033,Yes,89386
174,32,Female,Australia,Business,Finance,5,PartTime,3.11,3.39,1530,164,15,No,0,OnCampus,42.1,78.8,29,Yes,3,No,3,0,Yes,14,No,0,Yes,65.0,Yes,256372.0,Bachelor,Yes,No,No,0.57,2028,Yes,40709
175,19,Female,Brazil,Physics,Civil,4,PartTime,2.03,2.64,1072,165,14,No,0,OffCampus,45.0,66.0,26,Yes,13,No,4,5,Yes,7,Yes,3,Yes,70.0,Yes,291613.0,HighSchool,No,No,No,0.463,2026,Yes,29886
176,27,Female,Brazil,Physics,Finance,4,PartTime,3.11,,1153,22,15,Yes,,OnCampus,50.3,90.6,10,Yes,11,No,2,6,Yes,11,Yes,0,No,84.0,Yes,248546.0,Master,Yes,No,No,0.962,2030,Yes,28029
177,21,Female,UAE,AI,Marketing,4,FullTime,3.0,2.59,1301,91,16,Yes,,OffCampus,38.7,69.8,35,No,,No,0,0,Yes,1,Yes,0,Yes,84.0,Yes,157506.0,Master,No,No,No,0.141,2028,Yes,1999
178,20,Female,France,Computer Science,Marketing,5,PartTime,3.79,3.21,1274,52,10,Yes,38451,WithFamily,2.0,63.8,19,No,27,No,0,0,No,11,Yes,2,No,69.0,No,274859.0,Bachelor,Yes,No,No,1.0,2033,Yes,118307
179,33,Male,UK,AI,Robotics,2,PartTime,2.63,3.12,1362,70,10,Yes,8146,WithFamily,20.9,84.5,,Yes,2,Yes,3,7,Yes,1,Yes,3,Yes,70.0,Yes,161885.0,Master,Yes,No,No,0.121,2034,Yes,86650
180,20,Male,China,Physics,Civil,1,FullTime,3.48,2.36,1356,14,16,Yes,14145,WithFamily,26.6,64.3,31,Yes,0,Yes,1,4,No,7,Yes,2,No,95.0,Yes,193345.0,,No,No,No,0.612,2029,Yes,78103
181,19,Female,USA,Computer Science,Marketing,2,FullTime,2.79,3.48,996,82,15,No,0,OnCampus,21.0,90.0,,Yes,11,No,0,6,No,13,No,0,Yes,87.0,No,170607.0,HighSchool,Yes,No,No,0.704,2028,Yes,98002
182,22,Female,Australia,Mathematics,Civil,5,PartTime,3.62,3.54,1398,152,10,Yes,10468,WithFamily,25.5,87.7,10,Yes,21,Yes,2,5,No,9,No,2,No,104.0,No,226639.0,PhD,No,No,No,0.342,2031,No,
183,34,Male,France,Business,Data Science,2,FullTime,4.0,3.81,,41,20,Yes,,OnCampus,5.7,71.1,7,No,10,Yes,3,6,Yes,12,Yes,1,Yes,88.0,No,214065.0,HighSchool,No,No,Yes,0.154,2027,No,
184,34,Female,India,Computer Science,Civil,4,FullTime,2.4,3.9,1438,61,16,Yes,25587,OnCampus,41.4,95.4,,Yes,7,No,2,7,Yes,14,No,1,No,116.0,Yes,156270.0,PhD,Yes,No,No,0.742,2027,Yes,127683
185,19,Female,India,AI,Finance,3,PartTime,3.59,3.21,1477,82,15,No,,OffCampus,1.9,69.2,26,Yes,19,No,2,7,No,14,Yes,1,No,109.0,Yes,195995.0,PhD,Yes,Yes,No,0.553,2029,Yes,119088
186,30,Female,China,Engineering,Statistics,3,PartTime,2.84,3.5,1498,163,10,Yes,1431,OffCampus,41.4,72.2,29,Yes,6,Yes,3,1,No,5,No,2,No,81.0,No,121815.0,Master,No,No,No,1.0,2028,Yes,
187,27,Female,Canada,Computer Science,Civil,4,PartTime,3.77,3.05,1551,14,10,Yes,29463,OnCampus,25.6,,40,No,26,No,3,0,Yes,2,No,2,Yes,78.0,No,,HighSchool,No,No,No,0.314,2033,No,0
188,25,Female,China,Economics,Civil,3,FullTime,3.64,,1369,76,18,No,0,OnCampus,26.6,83.1,,No,10,Yes,0,5,No,11,Yes,0,No,65.0,No,165124.0,PhD,No,No,No,0.0,2034,No,
189,17,Male,Canada,Economics,Data Science,5,PartTime,3.36,2.48,1325,52,16,No,0,WithFamily,0.8,89.3,37,Yes,22,Yes,0,1,No,10,No,3,No,,Yes,285927.0,Master,Yes,No,No,0.215,2029,Yes,18100
190,20,Male,Brazil,Mathematics,Finance,5,FullTime,3.91,3.32,1070,151,9,Yes,22370,OffCampus,,65.4,34,Yes,10,No,3,2,No,0,Yes,2,Yes,104.0,Yes,103345.0,PhD,Yes,No,No,0.328,2031,Yes,
191,20,Female,France,Physics,Civil,4,PartTime,3.8,3.36,955,125,9,No,0,WithFamily,26.2,89.4,18,No,,No,3,5,Yes,14,No,0,No,,Yes,226107.0,Master,No,No,No,0.872,2032,Yes,
192,18,Female,UAE,Business,Cybersecurity,4,FullTime,3.02,2.97,1589,111,16,No,0,OnCampus,12.4,89.3,28,Yes,38,No,1,1,No,9,Yes,2,No,112.0,No,241838.0,Bachelor,No,Yes,No,0.731,2029,Yes,76582
193,24,Male,Germany,AI,Robotics,4,FullTime,3.15,3.15,,112,14,No,0,OnCampus,26.4,62.4,9,No,,No,3,5,No,1,Yes,2,No,92.0,No,69783.0,HighSchool,Yes,No,No,0.327,2027,Yes,101206
194,23,Male,USA,Engineering,Cybersecurity,2,FullTime,3.22,3.76,1332,10,16,Yes,34314,OnCampus,,68.9,25,Yes,11,Yes,4,1,Yes,1,Yes,1,No,78.0,Yes,91774.0,Bachelor,Yes,No,No,0.075,2026,Yes,95915
195,20,Male,Canada,Computer Science,Data Science,3,PartTime,2.73,3.89,1219,164,20,No,0,WithFamily,14.3,77.9,31,Yes,2,Yes,1,5,Yes,9,Yes,0,No,67.0,No,210979.0,,Yes,Yes,No,0.231,2026,No,0
196,18,Female,Brazil,Physics,Marketing,1,FullTime,3.34,3.74,1328,142,9,No,,OnCampus,15.6,81.3,11,Yes,18,Yes,1,6,Yes,7,Yes,1,Yes,94.0,Yes,209301.0,HighSchool,No,No,No,0.266,2033,No,0
197,24,Male,Australia,Physics,Data Science,4,PartTime,2.3,2.87,1239,131,15,No,0,OffCampus,18.1,73.9,36,Yes,,Yes,1,3,Yes,3,Yes,2,No,95.0,No,292092.0,Master,Yes,No,No,0.567,2034,No,0
198,23,Female,Germany,AI,Marketing,2,PartTime,2.17,3.66,1563,20,11,Yes,47299,WithFamily,17.9,66.8,28,Yes,11,Yes,0,2,Yes,0,Yes,3,No,84.0,No,29487.0,PhD,Yes,Yes,No,0.051,2032,Yes,96424
199,22,Female,Australia,Engineering,Finance,1,PartTime,2.49,2.77,1143,51,10,No,0,OnCampus,16.5,,44,No,24,Yes,0,2,Yes,13,Yes,2,No,69.0,Yes,30805.0,Bachelor,Yes,No,No,0.327,2033,Yes,88529
200,26,Male,Australia,Business,Marketing,3,FullTime,4.0,3.32,,37,16,No,0,OnCampus,22.6,65.6,46,Yes,7,No,2,7,Yes,11,No,2,Yes,82.0,No,276024.0,Master,Yes,No,No,0.326,2029,Yes,87653
201,25,Female,Australia,Computer Science,Marketing,3,PartTime,2.37,3.26,1046,66,18,No,0,OnCampus,33.5,65.5,37,No,12,Yes,0,1,No,1,No,3,Yes,,No,29064.0,HighSchool,Yes,No,No,0.675,2030,No,0
202,26,Male,Australia,Physics,Robotics,2,PartTime,3.98,3.5,1532,42,14,Yes,,WithFamily,44.4,90.5,37,Yes,29,No,2,4,Yes,1,Yes,3,Yes,108.0,No,268024.0,Bachelor,Yes,Yes,No,0.0,2027,Yes,46596
203,21,Male,China,Economics,Statistics,3,PartTime,2.96,3.51,1390,121,15,No,0,WithFamily,18.8,81.6,41,No,17,Yes,1,5,Yes,4,Yes,0,Yes,79.0,No,196715.0,Master,Yes,No,No,0.658,2034,No,0
204,25,Female,China,Physics,Robotics,4,PartTime,3.06,3.33,916,176,12,No,0,OffCampus,46.3,67.9,38,No,23,Yes,2,7,No,14,Yes,1,Yes,114.0,No,36504.0,PhD,Yes,Yes,No,0.184,2027,No,0
205,21,Female,Brazil,Physics,Finance,1,PartTime,3.51,3.28,1036,95,17,No,0,OnCampus,33.6,95.6,10,No,22,No,4,4,Yes,0,No,2,No,118.0,Yes,246669.0,PhD,Yes,No,No,0.589,2029,Yes,8512
206,29,Female,Brazil,Economics,Marketing,2,PartTime,2.25,4.0,964,132,14,No,0,WithFamily,18.9,79.6,31,Yes,,No,3,6,Yes,14,No,2,Yes,,Yes,239623.0,PhD,Yes,No,No,0.403,2028,Yes,38195
207,20,Female,Brazil,Business,Statistics,2,FullTime,2.14,,998,152,19,Yes,16889,OnCampus,25.0,83.0,18,Yes,,Yes,2,1,Yes,11,Yes,1,No,76.0,Yes,214136.0,HighSchool,No,No,No,0.957,2028,No,0
208,34,Male,Canada,Engineering,Statistics,4,PartTime,2.28,2.83,1455,98,16,No,0,OnCampus,16.8,84.6,13,Yes,18,Yes,4,5,No,5,Yes,1,No,88.0,Yes,280970.0,Master,Yes,Yes,No,0.306,2030,Yes,116562
209,24,Male,Australia,Business,Finance,3,PartTime,3.07,2.53,974,116,9,No,0,OnCampus,1.5,76.7,27,Yes,18,No,2,7,No,7,Yes,0,Yes,97.0,Yes,256465.0,PhD,Yes,No,No,0.484,2027,No,0
210,29,Female,Australia,Physics,Cybersecurity,3,FullTime,3.3,3.09,989,52,14,No,0,OnCampus,,97.0,9,Yes,5,No,1,3,Yes,12,No,3,Yes,90.0,No,626572.1391025556,Bachelor,Yes,No,No,0.641,2033,Yes,510
211,25,Male,UAE,Mathematics,Statistics,5,PartTime,3.4,3.38,1373,55,11,No,,OnCampus,14.9,76.8,47,Yes,23,No,3,5,Yes,4,No,1,No,60.0,No,196564.0,Bachelor,Yes,No,No,0.769,2033,Yes,80561
212,31,Female,France,Computer Science,Civil,3,PartTime,2.25,3.3,1188,120,12,No,0,OffCampus,33.8,86.4,48,Yes,2,Yes,2,5,Yes,8,No,2,No,80.0,No,60909.0,HighSchool,Yes,No,No,0.679,2033,No,
213,31,Male,China,Mathematics,Statistics,4,PartTime,3.78,2.86,1390,87,14,No,0,OnCampus,28.7,75.4,27,No,16,Yes,2,5,No,5,No,2,Yes,101.0,No,251748.0,Master,No,No,No,0.082,2032,Yes,
214,33,Female,India,Computer Science,Data Science,3,PartTime,2.63,2.83,1353,60,13,Yes,9934,WithFamily,9.1,65.6,32,Yes,10,Yes,0,0,Yes,2,No,1,Yes,108.0,No,242985.0,Bachelor,No,No,Yes,0.549,2026,No,0
215,33,Male,USA,Engineering,Marketing,2,FullTime,2.62,,,8,19,Yes,6926,OnCampus,15.4,91.2,29,Yes,11,No,3,5,No,8,No,1,No,111.0,No,574134.2944325669,HighSchool,Yes,No,No,0.988,2032,No,
216,31,Female,USA,AI,Cybersecurity,2,FullTime,3.81,3.62,1443,165,20,Yes,33408,OnCampus,23.8,77.1,27,No,15,Yes,1,5,No,13,Yes,1,Yes,78.0,No,64664.0,PhD,No,Yes,No,0.523,2028,Yes,139747
217,32,Female,Canada,Economics,Civil,4,PartTime,3.94,3.97,1561,45,17,Yes,39261,OffCampus,13.0,70.2,22,Yes,19,Yes,0,6,Yes,6,Yes,0,No,89.0,Yes,203870.0,Bachelor,No,No,No,0.09,2033,No,0
218,34,Male,France,Business,Cybersecurity,2,FullTime,3.96,2.85,1094,108,10,No,0,OffCampus,19.3,59.0,25,Yes,29,Yes,4,3,No,11,Yes,2,Yes,,Yes,,PhD,No,No,No,1.0,2029,No,
